ship_city,ship_state,ship_postal_code
PUNE,MAHARASHTRA,411014.0
PUNE,MAHARASHTRA,411041.0
SECUNDERABAD,TELANGANA,500061.0
JAIPUR,RAJASTHAN,302002.0
HYDERABAD,TELANGANA,500034.0
HYDERABAD,TELANGANA,500028.0
GURUGRAM,HARYANA,122003.0
CHENNAI,TAMIL NADU,600123.0
THIRUVANANTHAPURAM,KERALA,695586.0
BOLPUR,WEST BENGAL,731235.0
Hyderabad,TELANGANA,500030.0
Hyderabad,TELANGANA,500030.0
THANE,MAHARASHTRA,401107.0
MUMBAI,MAHARASHTRA,400012.0
guntakal,ANDHRA PRADESH,515801.0
GHAZIABAD,UTTAR PRADESH,201016.0
Ujjain,MADHYA PRADESH,456010.0
CHENNAI,TAMIL NADU,600122.0
VENGOLA,KERALA,683556.0
MUMBAI,MAHARASHTRA,400104.0
AMBUR,TAMIL NADU,635802.0
HYDERABAD,TELANGANA,500098.0
VENGOLA,KERALA,683556.0
Hanamkonda,TELANGANA,506001.0
INDORE,MADHYA PRADESH,452001.0
LUCKNOW,UTTAR PRADESH,226010.0
BENGALURU,KARNATAKA,560032.0
BENGALURU,KARNATAKA,560078.0
MUMBAI,MAHARASHTRA,400091.0
NEW DELHI,DELHI,110002.0
BENGALURU,KARNATAKA,560100.0
BENGALURU,KARNATAKA,560092.0
CHENNAI,TAMIL NADU,600078.0
Nagercoil,TAMIL NADU,629001.0
BENGALURU,KARNATAKA,560032.0
BENGALURU,KARNATAKA,560032.0
MANGALDOI,ASSAM,784529.0
CHENNAI,TAMIL NADU,600015.0
HYDERABAD,TELANGANA,500085.0
Greater Noida West,UTTAR PRADESH,201009.0
PUNE,MAHARASHTRA,411046.0
PUNE,MAHARASHTRA,411046.0
PUNE,MAHARASHTRA,411046.0
FARIDABAD,HARYANA,121009.0
NEW DELHI,DELHI,110009.0
BIKANER,RAJASTHAN,334001.0
SECUNDERABAD,TELANGANA,500009.0
SECUNDERABAD,TELANGANA,500009.0
NEW DELHI,DELHI,110034.0
VISAKHAPATNAM,ANDHRA PRADESH,530013.0
HYDERABAD,TELANGANA,500083.0
lucknow,UTTAR PRADESH,226021.0
LUCKNOW,UTTAR PRADESH,226010.0
FARIDABAD,HARYANA,121009.0
MUMBAI,MAHARASHTRA,400012.0
MUMBAI,MAHARASHTRA,400054.0
MUMBAI,MAHARASHTRA,400054.0
Payradanga,WEST BENGAL,741247.0
VISAKHAPATNAM,ANDHRA PRADESH,530002.0
NOIDA,UTTAR PRADESH,201304.0
PUNE,MAHARASHTRA,411033.0
Kottayam,KERALA,686504.0
BAISINGA,ODISHA,757028.0
PUDUCHERRY,PUDUCHERRY,605006.0
Chennai,TAMIL NADU,600028.0
CHURU,RAJASTHAN,331001.0
KALYAN,MAHARASHTRA,421301.0
HYDERABAD,TELANGANA,500089.0
VIJAYAWADA,ANDHRA PRADESH,520008.0
EGARKUNR,JHARKHAND,828203.0
INDORE,MADHYA PRADESH,452009.0
AKHNOOR,JAMMU & KASHMIR,181201.0
BENGALURU,KARNATAKA,560092.0
AURANGABAD,MAHARASHTRA,431001.0
KOLKATA,WEST BENGAL,700090.0
SUNDARGARH,ODISHA,770001.0
donimalai,KARNATAKA,583118.0
Guwahati,ASSAM,781038.0
Chennai,TAMIL NADU,600077.0
BENGALURU,KARNATAKA,560078.0
NEW DELHI,DELHI,110017.0
PUNE,MAHARASHTRA,412207.0
Mandvi,Gujarat,370465.0
Thanjavur,TAMIL NADU,613007.0
puttur,KARNATAKA,574202.0
NEW DELHI,DELHI,110073.0
PUNE,MAHARASHTRA,411015.0
SALIGRAM,KARNATAKA,576226.0
Visakhapatnam,ANDHRA PRADESH,530016.0
MUMBAI,MAHARASHTRA,400067.0
HAMIRPUR,HIMACHAL PRADESH,177001.0
MALAPPURAM P O,KERALA,676505.0
MALAPPURAM P O,KERALA,676505.0
MALAPPURAM P O,KERALA,676505.0
MALAPPURAM P O,KERALA,676505.0
MALAPPURAM P O,KERALA,676505.0
MALAPPURAM P O,KERALA,676505.0
MALAPPURAM P O,KERALA,676505.0
MALAPPURAM P O,KERALA,676505.0
RAIGARH,MAHARASHTRA,410210.0
NEW DELHI,DELHI,110042.0
Nawada,BIHAR,805101.0
PERUMBAIKAD,KERALA,686008.0
MUMBAI,MAHARASHTRA,400001.0
BENGALURU,KARNATAKA,560068.0
BENGALURU,KARNATAKA,560066.0
CHANDIGARH,CHANDIGARH,160012.0
GREATER NOIDA,UTTAR PRADESH,201306.0
BENGALURU,KARNATAKA,560068.0
CHENNAI,TAMIL NADU,600126.0
THIRUVANANTHAPURAM,KERALA,695573.0
NEW DELHI,DELHI,110017.0
CHENNAI,TAMIL NADU,600100.0
PATNA,BIHAR,800023.0
NEW DELHI,DELHI,110033.0
SURAT,Gujarat,394107.0
BENGALURU,KARNATAKA,560103.0
New Delhi,Delhi,110024.0
New Delhi,Delhi,110024.0
SILIGURI,WEST BENGAL,734005.0
CHENNAI,TAMIL NADU,600073.0
MEERUT,UTTAR PRADESH,250001.0
THIRUVANANTHAPURAM,KERALA,695573.0
NEW DELHI,DELHI,110096.0
BENGALURU,KARNATAKA,560036.0
BENGALURU,KARNATAKA,560036.0
BHUBANESWAR,ODISHA,751009.0
NEW DELHI,DELHI,110047.0
LUCKNOW,UTTAR PRADESH,226010.0
LUCKNOW,UTTAR PRADESH,226010.0
BENGALURU,KARNATAKA,560095.0
Ongole,ANDHRA PRADESH,523001.0
Mohali,Punjab,140307.0
GURUGRAM,HARYANA,122011.0
KOLKATA,WEST BENGAL,700102.0
HYDERABAD,TELANGANA,500062.0
DURGAPUR,WEST BENGAL,713212.0
Secunderabad,TELANGANA,500010.0
NOIDA,UTTAR PRADESH,201303.0
NOIDA,UTTAR PRADESH,201303.0
ARRAH,BIHAR,802301.0
HYDERABAD,TELANGANA,502032.0
THANE,MAHARASHTRA,400601.0
Hyderabad,TELANGANA,500098.0
BELLAMPALLE,TELANGANA,504251.0
Pune,MAHARASHTRA,411027.0
AMRELI,Gujarat,365601.0
HYDERABAD,TELANGANA,500070.0
NAGPUR,MAHARASHTRA,440015.0
AJMER,RAJASTHAN,305001.0
PUNE,MAHARASHTRA,412207.0
HYDERABAD,TELANGANA,500068.0
NEW DELHI,DELHI,110003.0
GURUGRAM,HARYANA,122004.0
NAVI MUMBAI,MAHARASHTRA,400706.0
BENGALURU,KARNATAKA,560064.0
NAGPUR,MAHARASHTRA,440014.0
INDORE,MADHYA PRADESH,452012.0
DAVANAGERE,KARNATAKA,577004.0
NAGPUR,MAHARASHTRA,440014.0
PUNE,MAHARASHTRA,411057.0
PUNE,MAHARASHTRA,411057.0
CHENNAI,TAMIL NADU,600082.0
MEERUT,UTTAR PRADESH,250004.0
KOTTAYAM,KERALA,686605.0
MAINPURI,UTTAR PRADESH,205001.0
RISHRA,WEST BENGAL,712248.0
LUCKNOW,UTTAR PRADESH,226021.0
ALAGAPPAPURAM,TAMIL NADU,629401.0
ALAGAPPAPURAM,TAMIL NADU,629401.0
ALAGAPPAPURAM,TAMIL NADU,629401.0
ALAGAPPAPURAM,TAMIL NADU,629401.0
DHALIYUR,TAMIL NADU,641109.0
MARGAO,GOA,403601.0
BOKARO STEEL CITY,JHARKHAND,827010.0
Mumbai,MAHARASHTRA,400064.0
NEW DELHI,DELHI,110085.0
Mumbai,MAHARASHTRA,400064.0
AHMEDABAD,Gujarat,380005.0
PURNIA,BIHAR,854327.0
PATHANAMTHITTA,KERALA,689691.0
GURUGRAM,HARYANA,122001.0
NEW DELHI,DELHI,110085.0
HYDERABAD,TELANGANA,500072.0
Faridabad,HARYANA,121006.0
NEW DELHI,DELHI,110045.0
GURUGRAM,HARYANA,122001.0
NEW DELHI,DELHI,110059.0
BENGALURU,KARNATAKA,560037.0
GURUGRAM,HARYANA,122001.0
HYDERABAD,TELANGANA,500042.0
CHENNAI,TAMIL NADU,600040.0
HYDERABAD,TELANGANA,500072.0
HYDERABAD,TELANGANA,500072.0
AHMEDABAD,Gujarat,380054.0
UDUPI,KARNATAKA,576107.0
AURANGABAD,MAHARASHTRA,431001.0
SANGAREDDY,TELANGANA,502001.0
INDORE,MADHYA PRADESH,452010.0
INDORE,MADHYA PRADESH,452010.0
INDORE,MADHYA PRADESH,452010.0
DELHI,DELHI,110092.0
DELHI,DELHI,110092.0
BENGALURU,KARNATAKA,560100.0
VASCO DA GAMA,GOA,403802.0
AHMEDABAD,Gujarat,380005.0
PUNE,MAHARASHTRA,411032.0
GURUGRAM,HARYANA,122001.0
NEW DELHI,DELHI,110007.0
PORVORIM,GOA,403501.0
BENGALURU,KARNATAKA,560109.0
BENGALURU,KARNATAKA,560109.0
PUNE,MAHARASHTRA,411014.0
NEW DELHI,DELHI,110032.0
NAVI MUMBAI,MAHARASHTRA,410218.0
BENGALURU,KARNATAKA,560068.0
NAVI MUMBAI,MAHARASHTRA,400701.0
BENGALURU,KARNATAKA,560072.0
INDORE,MADHYA PRADESH,452016.0
INDORE,MADHYA PRADESH,452016.0
GURUGRAM,HARYANA,122002.0
NAVI MUMBAI,MAHARASHTRA,400614.0
SECUNDERABAD,TELANGANA,500003.0
SECUNDERABAD,TELANGANA,500003.0
SURAT,Gujarat,395017.0
GURUGRAM,HARYANA,122003.0
BENGALURU,KARNATAKA,560068.0
THANE,MAHARASHTRA,400610.0
KALYAN,MAHARASHTRA,421201.0
KALYAN,MAHARASHTRA,421201.0
Bangalore,KARNATAKA,560019.0
TAKHATPUR,CHHATTISGARH,495002.0
THANE,MAHARASHTRA,401107.0
PUNE,MAHARASHTRA,411028.0
BENGALURU,KARNATAKA,560066.0
"KUKATPALLI, HYDERABAD",TELANGANA,500072.0
PUNE,MAHARASHTRA,411015.0
BENGALURU,KARNATAKA,560068.0
BENGALURU,KARNATAKA,560016.0
BENGALURU,KARNATAKA,560036.0
LUDHIANA,PUNJAB,141001.0
JAIPUR,RAJASTHAN,302019.0
GURGAON,HARYANA,122001.0
Tripunithura,KERALA,682301.0
Tripunithura,KERALA,682301.0
PUNE,MAHARASHTRA,411052.0
NEW DELHI,DELHI,110078.0
GUDIVADA KRISHNA DISTRICT,ANDHRA PRADESH,521301.0
Jaipur,RAJASTHAN,302017.0
THANE,MAHARASHTRA,401107.0
DHARWAD,KARNATAKA,580001.0
DHARWAD,KARNATAKA,580001.0
Potheri,TAMIL NADU,603203.0
HYDERABAD,TELANGANA,502032.0
Hyderabad,TELANGANA,500038.0
BENGALURU,KARNATAKA,560019.0
SURAT,Gujarat,395010.0
SURAT,Gujarat,395010.0
SURAT,Gujarat,395010.0
MUMBAI,MAHARASHTRA,400053.0
CHENNAI,TAMIL NADU,600032.0
CHENNAI,TAMIL NADU,600032.0
PUNE,MAHARASHTRA,411003.0
PUNE,MAHARASHTRA,411003.0
Nagpur,MAHARASHTRA,440026.0
MUMBAI,MAHARASHTRA,400012.0
BENGALURU,KARNATAKA,562123.0
Cuttack,ODISHA,754004.0
SHILLONG,MEGHALAYA,793007.0
FARIDABAD,HARYANA,121002.0
AJNALA,PUNJAB,143102.0
RANCHI,JHARKHAND,834005.0
SHIVAMOGGA,KARNATAKA,577201.0
BENGALURU,KARNATAKA,560095.0
NARAYANKHED,TELANGANA,502286.0
MUMBAI,MAHARASHTRA,400012.0
JAIPUR,RAJASTHAN,302019.0
THANE,MAHARASHTRA,401107.0
GURUGRAM,HARYANA,122017.0
MUMBAI,MAHARASHTRA,400072.0
NASPUR,TELANGANA,504303.0
RANCHI,JHARKHAND,834002.0
NEW DELHI,DELHI,110025.0
Sangareddy,TELANGANA,502295.0
ALAPPUZHA,KERALA,688506.0
Tadepalligudem,ANDHRA PRADESH,534101.0
PATIALA,PUNJAB,147001.0
PUNE,MAHARASHTRA,411023.0
"Dwarka, New Delhi",DELHI,110078.0
VISAKHAPATNAM,ANDHRA PRADESH,531173.0
MUMBAI,MAHARASHTRA,400010.0
MUMBAI,MAHARASHTRA,400010.0
"S n puram , Thrissur district",KERALA,680668.0
INDORE,MADHYA PRADESH,452001.0
AMBARNATH,MAHARASHTRA,421505.0
Pune,MAHARASHTRA,411021.0
INDORE,MADHYA PRADESH,452009.0
NOIDA,UTTAR PRADESH,201301.0
Jodhpur,RAJASTHAN,342006.0
BANGALORE,KARNATAKA,560078.0
BENGALURU,KARNATAKA,560048.0
BENGALURU,KARNATAKA,560017.0
NEW DELHI,DELHI,110089.0
Beeri kotekar post,KARNATAKA,575022.0
THANE,MAHARASHTRA,400604.0
KAVARATTI,LAKSHADWEEP,682555.0
bhiwadi,RAJASTHAN,301019.0
BENGALURU,KARNATAKA,560068.0
GUWAHATI,ASSAM,781021.0
MUMBAI,MAHARASHTRA,400034.0
BENGALURU,KARNATAKA,560043.0
VASAI VIRAR,MAHARASHTRA,401202.0
NAVI MUMBAI,MAHARASHTRA,410209.0
HASSAN,KARNATAKA,573201.0
HYDERABAD,TELANGANA,500068.0
MUMBAI,MAHARASHTRA,400083.0
UDAIPUR,RAJASTHAN,313001.0
BENGALURU,KARNATAKA,560070.0
Bengaluru,KARNATAKA,560062.0
NAVI MUMBAI,MAHARASHTRA,400701.0
MOHALI,PUNJAB,160055.0
RANCHI,JHARKHAND,834002.0
KOTHAGUDEM,TELANGANA,507101.0
Hyderabad,TELANGANA,500008.0
NAGPUR,MAHARASHTRA,440024.0
GURUGRAM,HARYANA,122004.0
MUMBAI,MAHARASHTRA,400072.0
BENGALURU,KARNATAKA,560093.0
BENGALURU,KARNATAKA,560093.0
ABHAYAPURI,ASSAM,783384.0
Hyderabad,TELANGANA,500072.0
NOIDA,UTTAR PRADESH,201303.0
MUMBAI,MAHARASHTRA,400081.0
CHENNAI,TAMIL NADU,600004.0
BENGALURU,KARNATAKA,560087.0
CHENNAI,TAMIL NADU,600041.0
GOBARDANGA,WEST BENGAL,743273.0
Coimbatore,TAMIL NADU,641401.0
Coimbatore,TAMIL NADU,641401.0
MUMBAI,MAHARASHTRA,400066.0
MUMBAI,MAHARASHTRA,400066.0
NEW DELHI,DELHI,110085.0
NEW DELHI,DELHI,110085.0
JAIPUR,RAJASTHAN,303002.0
Noida,UTTAR PRADESH,201301.0
MUMBAI,MAHARASHTRA,400001.0
CHENNAI,TAMIL NADU,600072.0
BENGALURU,KARNATAKA,560064.0
BENGALURU,KARNATAKA,560064.0
VISAKHAPATNAM,ANDHRA PRADESH,530051.0
BENGALURU,KARNATAKA,560066.0
CHENNAI,TAMIL NADU,600118.0
NOIDA,UTTAR PRADESH,201307.0
CHENNAI,TAMIL NADU,600112.0
BENGALURU,KARNATAKA,560029.0
"PUTHALAM,Kanyakumari",TAMIL NADU,629602.0
BENGALURU,KARNATAKA,560087.0
HYDERABAD,TELANGANA,500008.0
BENGALURU,KARNATAKA,560016.0
BENGALURU,KARNATAKA,560087.0
BENGALURU,KARNATAKA,560040.0
KALAMASSERY,KERALA,682021.0
MOTIHARI,BIHAR,845401.0
NARSIPATNAM,ANDHRA PRADESH,531116.0
NEW DELHI,DELHI,110068.0
MADURAI,TAMIL NADU,625001.0
BENGALURU,KARNATAKA,560066.0
WARDHA,MAHARASHTRA,442001.0
VADAKKUMMURI,KERALA,680570.0
Teh. Phagwara Distt. Kapurthala,PUNJAB,144405.0
NEW DELHI,DELHI,110092.0
BHIWANDI,MAHARASHTRA,421302.0
CHAMBA,HIMACHAL PRADESH,176314.0
Chennai,TAMIL NADU,600122.0
Dombivli(west),MAHARASHTRA,421202.0
Port Blair,ANDAMAN & NICOBAR ,744103.0
BENGALURU,KARNATAKA,560064.0
GAURI BAZAR,UTTAR PRADESH,274202.0
IBRAHIMPATNAM,ANDHRA PRADESH,521456.0
MUMBAI,MAHARASHTRA,400059.0
Teh. Phagwara Distt. Kapurthala,PUNJAB,144405.0
MUMBAI,MAHARASHTRA,400072.0
THANJAVUR,TAMIL NADU,613005.0
VASAI VIRAR,MAHARASHTRA,401202.0
AHMEDABAD,Gujarat,380002.0
MUMBAI,MAHARASHTRA,400065.0
BENGALURU,KARNATAKA,560027.0
Mancherial,TELANGANA,504208.0
AHMEDABAD,Gujarat,380001.0
BENGALURU,KARNATAKA,560004.0
BENGALURU,KARNATAKA,560056.0
PALAMANER,ANDHRA PRADESH,517408.0
BHUBANESWAR,ODISHA,751021.0
SHAHJAHANPUR,UTTAR PRADESH,242001.0
modinagar,UTTAR PRADESH,201204.0
CHENNAI,TAMIL NADU,600040.0
HYDERABAD,TELANGANA,500048.0
BENGALURU,KARNATAKA,560013.0
KOLAYAT,RAJASTHAN,334302.0
PUDUCHERRY,PUDUCHERRY,605004.0
WARANGAL,TELANGANA,506013.0
BENGALURU,KARNATAKA,560043.0
PUNE,MAHARASHTRA,411048.0
PUNE,MAHARASHTRA,411048.0
HOJAI,ASSAM,782435.0
CHENNAI,TAMIL NADU,600014.0
PIMPRI CHINCHWAD,MAHARASHTRA,411017.0
HYDERABAD,TELANGANA,500007.0
HYDERABAD,TELANGANA,500007.0
LEH ladakh,LADAKH,194101.0
LEH ladakh,LADAKH,194101.0
FARIDABAD,HARYANA,121001.0
THANE,MAHARASHTRA,401107.0
AHMEDABAD,Gujarat,382418.0
AHMEDABAD,Gujarat,382418.0
HARDOI,UTTAR PRADESH,241001.0
BENGALURU,KARNATAKA,560043.0
HYDERABAD,TELANGANA,500039.0
PUNE,MAHARASHTRA,411028.0
UDUPI,KARNATAKA,576104.0
UDUPI,KARNATAKA,576104.0
BHUBANESWAR,ODISHA,751003.0
BENGALURU,KARNATAKA,560096.0
MUMBAI,MAHARASHTRA,400102.0
AHMEDABAD,Gujarat,380015.0
MUMBAI,MAHARASHTRA,400077.0
MUMBAI,MAHARASHTRA,400077.0
KALYAN,MAHARASHTRA,421204.0
TUMKUR,KARNATAKA,572102.0
BENGALURU,KARNATAKA,560100.0
HYDERABAD,TELANGANA,500039.0
Taleigao,GOA,403002.0
BENGALURU,KARNATAKA,560027.0
Kurnool,ANDHRA PRADESH,518452.0
TELHARA,MAHARASHTRA,444108.0
HYDERABAD,TELANGANA,500049.0
HYDERABAD,TELANGANA,500049.0
PUNE,MAHARASHTRA,411058.0
BHUBANESWAR,ODISHA,751010.0
PUNE,MAHARASHTRA,411060.0
VAGHODIA,Gujarat,391760.0
KALYAN East,MAHARASHTRA,421306.0
CHOCKLI,KERALA,673313.0
RISHIKESH,UTTARAKHAND,249203.0
BHUBANESWAR,ODISHA,751010.0
ARAKONAM,TAMIL NADU,631003.0
LUCKNOW,UTTAR PRADESH,226017.0
IMPHAL,MANIPUR,795004.0
THANE,MAHARASHTRA,400610.0
Gurgaon,HARYANA,122001.0
HYDERABAD,TELANGANA,500059.0
LUCKNOW,UTTAR PRADESH,226020.0
CHENNAI,TAMIL NADU,600052.0
Chennai,TAMIL NADU,600039.0
SHIVAMOGGA,KARNATAKA,577202.0
MUMBAI,MAHARASHTRA,400099.0
Hyderabad,TELANGANA,500037.0
BHOPAL,MADHYA PRADESH,462016.0
BARASAT,WEST BENGAL,700126.0
KANCHEEPURAM,TAMIL NADU,631501.0
KARIVELLUR,KERALA,670521.0
KARIVELLUR,KERALA,670521.0
ETAWAH,UTTAR PRADESH,206001.0
MUMBAI,MAHARASHTRA,400068.0
GUWAHATI,ASSAM,781012.0
Pune,MAHARASHTRA,411038.0
GREATER NOIDA,UTTAR PRADESH,201306.0
PUNE,MAHARASHTRA,411041.0
POTHREDDIPALLE,TELANGANA,502295.0
PUNE,MAHARASHTRA,412307.0
NOIDA,UTTAR PRADESH,201304.0
POTHREDDIPALLE,TELANGANA,502295.0
LUCKNOW,UTTAR PRADESH,226010.0
NARAYANPET,TELANGANA,509210.0
PUNE,MAHARASHTRA,411022.0
PUNE,MAHARASHTRA,411022.0
KAMAREDDY,TELANGANA,503111.0
GHAZIABAD,UTTAR PRADESH,201011.0
CHENNAI,TAMIL NADU,600078.0
MUKERIAN,PUNJAB,144211.0
BENGALURU,KARNATAKA,560043.0
GANDERBAL,JAMMU & KASHMIR,191201.0
KOLKATA,WEST BENGAL,700032.0
CHANDAUSI,UTTAR PRADESH,244412.0
CHANDAUSI,UTTAR PRADESH,244412.0
BENGALURU,KARNATAKA,560067.0
SHIVAMOGGA,KARNATAKA,577201.0
CUTTACK,ODISHA,754006.0
MUMBAI -400064,MAHARASHTRA,400064.0
BENGALURU,KARNATAKA,560043.0
VIRAJPETE,KARNATAKA,571218.0
MANGALURU,KARNATAKA,574142.0
Gurgaon,HARYANA,122001.0
BALLARI,KARNATAKA,583101.0
PIMPRI CHINCHWAD,MAHARASHTRA,411033.0
hyderabad,TELANGANA,501510.0
BENGALURU,KARNATAKA,560068.0
HYDERABAD,TELANGANA,500055.0
CUTTACK,ODISHA,754006.0
CHENNAI,TAMIL NADU,600045.0
NEW DELHI,DELHI,110007.0
KALYAN,MAHARASHTRA,421301.0
CHENNAI,TAMIL NADU,600004.0
COIMBATORE,TAMIL NADU,641004.0
BENGALURU,KARNATAKA,562106.0
KOTA,RAJASTHAN,324002.0
Ghaziabad,UTTAR PRADESH,201017.0
Aurangabad,MAHARASHTRA,431001.0
PUNE,MAHARASHTRA,411030.0
CHENNAI,TAMIL NADU,600093.0
KARUVANTHURUTHY,KERALA,673314.0
BENGALURU,KARNATAKA,560043.0
CHENNAI,TAMIL NADU,600001.0
NEW DELHI,DELHI,110043.0
ERNAKULAM,KERALA,682506.0
tonk,RAJASTHAN,304001.0
ARRAH,BIHAR,802312.0
MUMBAI,MAHARASHTRA,400060.0
ELAMAKKARA kochi,KERALA,682026.0
ELAMAKKARA kochi,KERALA,682026.0
ELAMAKKARA kochi,KERALA,682026.0
Delhi,DELHI,110007.0
BHOPAL,MADHYA PRADESH,462022.0
LUCKNOW,UTTAR PRADESH,226021.0
NAVSARI,Gujarat,396445.0
THANE,MAHARASHTRA,400606.0
HYDERABAD,TELANGANA,500078.0
BENGALURU,KARNATAKA,560043.0
SILIGURI,WEST BENGAL,735203.0
SILIGURI,WEST BENGAL,735203.0
CHIKKAMAGALURU,KARNATAKA,577101.0
NEW DELHI,DELHI,110085.0
MUMBAI,MAHARASHTRA,400095.0
BENGALURU,KARNATAKA,560019.0
MAHUVA,Gujarat,364290.0
TIRUCHIRAPPALLI,TAMIL NADU,620004.0
GORAKHPUR,UTTAR PRADESH,273001.0
Greater noida,UTTAR PRADESH,201306.0
KALYAN,MAHARASHTRA,421301.0
BENGALURU,KARNATAKA,560019.0
CHENNAI,TAMIL NADU,600005.0
BENGALURU,KARNATAKA,560075.0
JOURIAN,JAMMU & KASHMIR,181202.0
LUCKNOW,UTTAR PRADESH,226020.0
THIRUVALLUR,TAMIL NADU,602001.0
ELURU,ANDHRA PRADESH,534005.0
GARH KAMALPUR,WEST BENGAL,721628.0
KOZHIKODE,KERALA,673016.0
NEW DELHI,DELHI,110007.0
UDAIPUR,RAJASTHAN,313001.0
JODHPUR,RAJASTHAN,342005.0
VISAKHAPATNAM,ANDHRA PRADESH,530016.0
Arumanai,TAMIL NADU,629151.0
MAHRAJGANJ MAHRAJGANJ DISTRICT,UTTAR PRADESH,273303.0
HYDERABAD,TELANGANA,500079.0
HYDERABAD,TELANGANA,500079.0
HYDERABAD,TELANGANA,500079.0
DAVANAGERE,KARNATAKA,577005.0
Tamluk,WEST BENGAL,721648.0
Kozhikode,KERALA,673601.0
Adilabad,TELANGANA,504001.0
Adilabad,TELANGANA,504001.0
THANE,MAHARASHTRA,400615.0
THANE,MAHARASHTRA,400615.0
BENGALURU,KARNATAKA,560025.0
BENGALURU,KARNATAKA,560025.0
CHENNAI,TAMIL NADU,600044.0
CHENNAI,TAMIL NADU,600041.0
hyderabad,TELANGANA,500025.0
CHENNAI,TAMIL NADU,600100.0
PATNA,BIHAR,800003.0
MUMBAI,MAHARASHTRA,400078.0
CHENNAI,TAMIL NADU,600049.0
NEW DELHI,DELHI,110009.0
BENGALURU,KARNATAKA,560102.0
RANGAPARA,ASSAM,784101.0
HYDERABAD,TELANGANA,500098.0
VASCO DA GAMA,GOA,403802.0
HYDERABAD,TELANGANA,500098.0
CHENNAI,TAMIL NADU,600122.0
TIRUPATI,ANDHRA PRADESH,517526.0
SHILLONG,MEGHALAYA,793004.0
UMARKHED,MAHARASHTRA,445206.0
INDORE,MADHYA PRADESH,452018.0
AHMEDABAD,Gujarat,380052.0
NEW DELHI,DELHI,110030.0
CHENNAI,TAMIL NADU,600044.0
TIRUPATI,ANDHRA PRADESH,517526.0
ROBERTSONPET,KARNATAKA,563122.0
PALANPUR,Gujarat,385001.0
Kharar,PUNJAB,140301.0
PANCHKULA,HARYANA,134117.0
HYDERABAD,TELANGANA,500098.0
PALAKKAD,KERALA,678006.0
NEW DELHI,DELHI,110095.0
NEW DELHI,DELHI,110095.0
NEW DELHI,DELHI,110095.0
PUNE,MAHARASHTRA,411015.0
VASAI VIRAR,MAHARASHTRA,401305.0
AURAD,KARNATAKA,585326.0
THANE,MAHARASHTRA,401107.0
KANNUR,KERALA,670307.0
BENGALURU,KARNATAKA,560076.0
Chennai,TAMIL NADU,600033.0
HYDERABAD,TELANGANA,500089.0
HYDERABAD,TELANGANA,500089.0
DIMAPUR,NAGALAND,797112.0
DIMAPUR,NAGALAND,797112.0
DIMAPUR,NAGALAND,797112.0
MALDA,WEST BENGAL,732101.0
DIMAPUR,NAGALAND,797112.0
DIMAPUR,NAGALAND,797112.0
SHIVPURI,MADHYA PRADESH,473551.0
MANGALAGIRI,ANDHRA PRADESH,522502.0
PUNE,MAHARASHTRA,411057.0
GHAZIABAD,UTTAR PRADESH,201012.0
SUNABEDA,ODISHA,763002.0
NEW DELHI,DELHI,110051.0
PUNE,MAHARASHTRA,411041.0
Guwahati,ASSAM,781038.0
AHMEDABAD,Gujarat,380027.0
madurai,TAMIL NADU,625012.0
BANGALORE-17,KARNATAKA,560017.0
BENGALURU,KARNATAKA,560067.0
BANGALORE,KARNATAKA,560094.0
BANGALORE,KARNATAKA,560094.0
AHMEDABAD,Gujarat,382340.0
AHMEDABAD,Gujarat,382340.0
MEGHRAJ,Gujarat,383350.0
LUCKNOW,UTTAR PRADESH,226002.0
BENGALURU,KARNATAKA,560102.0
NAGPUR,MAHARASHTRA,440025.0
BENGALURU,KARNATAKA,560078.0
CHENNAI,TAMIL NADU,600130.0
CHIKMAGALUR,KARNATAKA,577129.0
NEW DELHI,DELHI,110012.0
DUMKA,JHARKHAND,814101.0
BAGALKOT,KARNATAKA,587103.0
Hyderabad,TELANGANA,500111.0
NAVSARI,Gujarat,396445.0
Bangalore,KARNATAKA,560075.0
Hyderabad,TELANGANA,500053.0
GANGTOK,SIKKIM,737101.0
BENGALURU,KARNATAKA,560066.0
thane,MAHARASHTRA,421501.0
CHENNAI,TAMIL NADU,600040.0
CHENNAI,TAMIL NADU,600040.0
GUWAHATI,ASSAM,781029.0
KOCHI,KERALA,682005.0
Jaipur,Rajasthan,302017.0
mysore,KARNATAKA,570009.0
BENGALURU,KARNATAKA,560036.0
VIJAYAWADA,ANDHRA PRADESH,520007.0
LUCKNOW,UTTAR PRADESH,226002.0
Nagercoil,TAMIL NADU,629003.0
Nagercoil,TAMIL NADU,629003.0
BENGALURU,KARNATAKA,560085.0
THANE,MAHARASHTRA,400607.0
GURUGRAM,HARYANA,122018.0
CHENNAI,TAMIL NADU,600037.0
NOIDA,UTTAR PRADESH,201301.0
MUMBAI,MAHARASHTRA,400074.0
BENGALURU,KARNATAKA,560103.0
ROBERTSONPET,KARNATAKA,563122.0
Mumbai,MAHARASHTRA,421204.0
RATLAM,MADHYA PRADESH,457001.0
LUCKNOW,UTTAR PRADESH,226001.0
MUMBAI,MAHARASHTRA,400058.0
NAGERCOIL,TAMIL NADU,629002.0
NAGERCOIL,TAMIL NADU,629002.0
GREATER NOIDA,UTTAR PRADESH,201306.0
NEW DELHI,DELHI,110049.0
